"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Parent Level Sales","ASIN Sales","Sales Trend (90 days) (%)","Parent Level Revenue","ASIN Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B092HVLWS2","B092HVLWS2","Free Standing Towel Rack, 2 Tier Towel Racks for Bathroom with Storage Shelves, Modern Outdoor Standing Towel Drying Rack for Poolside, Black Blanket Rack Holder, DECLUTTR","DECLUTTR","FBA","Home & Kitchen",90709,"Towel Racks",27.99,-4,465,465,26,12782.53,12782.53,297,4,"Waycho",1,0,"N/A","Large Standard-Size",2.52,13.66,17.01,2.98,294.76,813.13,"07/31/2024",37,6,2,1.57
"https://amazon.com/dp/B09F5ZHK3Y","B09F5ZHK3Y","3 Pack 24″ × 40″ Reusable Warm Burlap Winter Plant Cover Bags with Drawstring Burlap Plant Covers Freeze Protection Large Plant Frost Cloth Cold Freeze Blanket Protecting Fruit Tree Potted Plants","Svepndic","FBA","Patio, Lawn & Garden",9627,"Plant Covers",19.99,19,824,664,634,19943.24,14671.21,133,4.2,"GIRIBIT",1,0,"N/A","Large Standard-Size",3.74,11.77,12.6,1.7,279.25,770.35,"09/30/2024","-",7,2,6.19
"https://amazon.com/dp/B09HN72RSN","B09HN72RSN","Geologie 2% Salicylic Acid Unscented Face Wash | Fragrance-Free Facial Cleanser for Men & Women | Acne & Oil Control | Non-irritating, Deep Cleansing & BHA Exfoliating Face Wash | 2-Pack","Geologie","FBA","Beauty & Personal Care",18739,"Washes",19,-6,1340,431,20,25465.03,8207.74,314,4.2,"Geologie",1,10484,116,"Large Standard-Size",1.34,4.53,6.38,0.35,19.5,53.79,"09/30/2024",38,8,3,4.27
"https://amazon.com/dp/B0B8FWMSPK","B0B8FWMSPK","NeuroGum Calm & Clarity Mints (90 Pieces) - Sugar Free with L-theanine + GABA + Vitamin D3 - Nootropic Brain Supplements for Memory - Enhances Calm, Stress Relief for Men & Women - Honey Lemon","NeuroGum","FBA","Health & Household",39829,"Sleep Supplements",30.99,-17,835,661,680,30067.01,20483.94,111,4,"NeuroGum",2,0,"N/A","Large Standard-Size",1.3,4.13,7.01,0.28,18.95,52.27,"10/31/2024",52,4,2,7.53
"https://amazon.com/dp/B0B8T3N5LS","B0B8T3N5LS","Riley's Waffles Chicken Chips for Dogs - USA Sourced Chicken Dog Treats Single Ingredient Healthy Dog Treats - Dehydrated Chicken Jerky Dog Treats Made in The USA - 5.5 oz","Riley's","FBA","Pet Supplies",17846,"Jerky",24.99,-16,455,182,36,11365.55,4562.35,385,4,"H3 Pets",1,4136,"N/A","Large Standard-Size",2.91,2.91,7.4,0.46,31.55,87.03,"10/31/2024",27,5,3,1.18
"https://amazon.com/dp/B0B4KJVRR8","B0B4KJVRR8","Incense Burner, Incense Holder - Candle or Charcoal Resin Heated for Home Decor Beautiful Adjustable Design for Home Fragrance and Spiritual Gifts, Find Your Balance in a Fantastic Environment","THE JERUSALEM GIFT SHOP SINCE 2004","FBA","Home & Kitchen",145155,"Incense Holders",29.95,-6,398,268,30,11925.76,8056.32,223,4.1,"The Jerusalem Gift Shop Since 2004",1,0,"N/A","Large Standard-Size",3.5,3.54,5.67,0.57,35.37,97.57,"10/31/2024",29,6,3,1.79
"https://amazon.com/dp/B0B518XXPG","B0B518XXPG","Astaxanthin Supplements 24mg, 5 Month Supply - Coconut MCT Oil, Fresh Microalgae Source w/Grape Seed Oil, Ashwagandha - Antioxidants for Healthy Skin, Eyes, Joints, Non-GMO & Gluten Free, 150 Softgels","NEVISS","FBA","Health & Household",40465,"Astaxanthin",33.99,-17,649,648,34,22058.14,22058.01,229,4.2,"Neviss",1,5166,"N/A","Large Standard-Size",2.2,4.02,4.76,0.26,21.23,58.58,"10/31/2024",29,9,2,2.83
"https://amazon.com/dp/B0B48QTMZ2","B0B48QTMZ2","Nuenen 50 Pcs Cross Crystal Stone Bulks 1'' Natural Crystal Gemstones Cross Shaped Worry Stones Cross Charm Palm Pocket Quartz Gift Xmas Easter Decor Meditation(0.71 x 0.98 x 0.24 Inch,Cute Color)","Nuenen","FBA","Health & Household",53912,"Healing Crystals",21.99,-1,480,279,35,10684.33,6088.64,254,4,"Sinsatie",1,0,"N/A","Large Standard-Size",0.79,4.61,8.03,0.35,14.72,40.62,"10/31/2024",29,7,3,1.95
"https://amazon.com/dp/B09Z6SJFCJ","B09Z6SJFCJ","48+6 PCS Shower Steamers , 48 Value Pack Aromatherapy Shower Steamers & 6 Unique Scented Bags, Luxury Home Spa, Shower Steamer Gift Set for Women, Parties, Birthday, Mother's Day, Valentine's Day","leoce","FBA","Beauty & Personal Care",30644,"Bath Bombs",15.99,-6,487,135,129,9734.98,2166.57,126,4,"hulinshop",1,3555,-39,"Large Standard-Size",2.44,5.08,8.19,1.79,51.11,141,"11/30/2022",31,7,2,3.86
"https://amazon.com/dp/B091M4VRGS","B091M4VRGS","Sterno Fire Starter Fluid Gel Green Firestarter for Instant Flame, Concentrated Ethanol Fuel for Camp Fire or Fireplace, All-Weather Ethanol Burner for Indoor & Outdoor, 16 Oz Each, Pack of 3 Bottles","Sterno","FBA","Patio, Lawn & Garden",10029,"Charcoal Starters",21,-11,836,701,367,18049.31,13316.79,241,4.2,"Marketplace Valet®",2,0,"N/A","Large Standard-Size",6.38,6.42,9.53,3.55,196.53,542.15,"10/31/2024",44,6,2,3.47
"https://amazon.com/dp/B09ZBK35BJ","B09ZBK35BJ","Real Mushrooms RealRest (60ct) Reishi Mushroom Capsules for Relaxation - Organic Reishi Mushrooms with Lemon Balm Herb - Sleep Support Supplement Mushroom Complex for Rest & Immune Support","Real Mushrooms","FBA","Health & Household",41146,"Mushrooms",29.95,-12,626,143,19,18742.6,4306.43,302,4.2,"Real Mushrooms",1,6489,"N/A","Large Standard-Size",2.2,2.2,4.13,0.16,10.12,27.91,"10/31/2024",27,7,3,2.07
"https://amazon.com/dp/B07R3SMK1Y","B07R3SMK1Y","MRDENG Led Globe Light Bulbs Dimmable 60 Watt Replacement,Large G40(G125) 6-Watt(60-Watt Equivalent) LED Bulb,E26 Socket,Daylight Cool White (5000K) Pack of 1","MRDENG","FBA","Industrial & Scientific",7566,"LED Bulbs",20.99,-8,884,218,132,17659.8,4574.89,316,4,"MRDENG",1,4176,"N/A","Large Standard-Size",5.2,5.31,7.95,0.42,110.52,304.88,"10/31/2024",102,5,3,2.8
"https://amazon.com/dp/B09X561YYQ","B09X561YYQ","Timethink Acoustic Guitar 12"" LED Vinyl LP Wall Art Wall Clock 7 Colors Musical Instrument Bedroom Home Interior Wall Decor Vinyl Record Night Light Wall Clock Rock N Roll Music Gift for Men Cave","Timethink","FBA","Home & Kitchen",110271,"Wall Clocks",29.99,-6,351,121,850,9683.17,3635.39,128,4.1,"Timethink",2,1862,108,"Large Standard-Size",2.09,13.11,13.54,1.3,186.79,515.27,"10/31/2023",32,9,2,2.76
"https://amazon.com/dp/B09YVGS1VH","B09YVGS1VH","Healthy Gut Magnesium-HP | Ultra Pure Glycinate with Zero Fillers | 180 mg Magnesium Glycinate | 60 Servings","Healthy Gut","FBA","Health & Household",61199,"Magnesium",25.48,-6,417,241,23,11504.45,6161.84,72,4.2,"Healthy Gut, LLC",1,0,"N/A","Large Standard-Size",1.85,1.85,4.09,0.2,7.05,19.44,"06/30/2024",31,7,2,5.87
"https://amazon.com/dp/B09YKJG8HY","B09YKJG8HY","MaryRuth Organics Melatonin 5mg Sleep Gummy with L-Theanine | Lemon Balm | Vitamin B6 | Sugar-Free | Relaxation | Vegan | Non-GMO | Gluten Free | 60 Count","MaryRuth Organics","FBA","Health & Household",29956,"Sleep Supplements",19.95,-16,897,897,42,16055.23,16055.23,344,4.1,"MaryRuth Organics, LLC",2,4315,"N/A","Large Standard-Size",2.44,2.56,5.04,0.42,15.85,43.72,"10/31/2024",31,9,0,2.62
"https://amazon.com/dp/B08X1N24SS","B08X1N24SS","Four Leaf Rover: Safe-Sea Premium Fatty Acids - Omega-3 for Dogs - New Zealand Green-Lipped Mussel Oil for Joint Support - 11 to 45 Day Supply, Depending on Dog’s Weight - Vet Formulated","FOUR LEAF ROVER","FBA","Pet Supplies",19127,"Hip & Joint Care",34.99,-6,623,623,26,21811.79,21811.79,120,4.2,"Four Leaf Rover",1,6407,40,"Large Standard-Size",2.13,2.2,4.84,0.51,11.42,31.5,"10/31/2024",33,7,0,5.19
"https://amazon.com/dp/B09F17JRHW","B09F17JRHW","Special Supplies Vibrating Ball Pillow Sensory Pressure Activated for Kids and Adults, Plush Minky Soft Cover with Textured Therapy Stimulation Bumps, Blue","Special Supplies","FBA","Health & Household",30643,"Sensory Motor Aids",34.99,22,723,525,203,24423.55,17705.76,248,4.2,"Special Supplies",1,5692,82,"Large Standard-Size",3.58,11.5,13.98,1.63,289.78,799.38,"11/30/2023",39,9,2,2.92
"https://amazon.com/dp/B09JYL3QPM","B09JYL3QPM","Christmas Refrigerator Magnets Magnetic Christmas Tree Refrigerator Stickers Xmas Tree Fridge Magnets DIY Refrigerator Magnets Christmas Decorations for Metal Door Decor, 24 Inch (Fresh Style)","TOODOO","FBA","Kitchen & Dining",25494,"Refrigerator Magnets",16.99,39,557,149,1142,9676.75,2448.59,210,4.2,"Furqian",1,1289,8,"Large Standard-Size",1.3,9.45,10.43,0.68,64.51,177.96,"10/31/2024",37,7,3,2.65
"https://amazon.com/dp/B09KR936B6","B09KR936B6","Pedgot 6 Pieces Dog Clothes Warm Dog Fleece Vest with Leash Ring Dog Sweatshirt Winter Pet Clothes Plaid Dog Pullover for Puppy Small Dogs Cat, Small","Pedgot","FBA","Pet Supplies",10712,"Sweaters",16.99,28,750,250,1152,16081.82,5255.41,364,4.1,"URATOT Direct",1,1900,-36,"Large Standard-Size",1.85,5.55,7.36,0.33,38.05,104.96,"09/30/2023",37,7,3,2.06
"https://amazon.com/dp/B09KBYPNVV","B09KBYPNVV","30 Pieces Sublimation Ornament Blank Sublimation Double Sided Blanks Christmas Ornament Blank Personalized Sublimation Blank Pendants DIY Sublimation Pendant Blank with Red Ribbon (Classic Style)","Blulu","FBA","Home & Kitchen",233392,"Hanging Ornaments",16.99,-16,550,134,14279,8766.4,2092.13,239,4.1,"Zjue",1,1274,-33,"Large Standard-Size",0.98,8.07,10.08,0.71,40.14,110.72,"10/31/2023",37,6,3,2.3
"https://amazon.com/dp/B09NYMYYBD","B09NYMYYBD","Charity Leaf Disposable Palm Leaf 17"" x 12"" Trays (10 pieces) Bamboo Like Serving Platters, Disposable Boards, Eco-Friendly Dinnerware For Weddings, Catering, Events","Charity Leaf","FBA","Health & Household",38685,"Plates",29.9,-6,663,609,43,21993.22,18214.7,167,4.2,"Charity Leaf",1,5623,-8,"Large Standard-Size",2.52,12.28,16.97,2.37,264.42,729.42,"10/31/2023",31,8,3,3.97
"https://amazon.com/dp/B0B1CVZGJ1","B0B1CVZGJ1","Johnny Slicks Water Based Pomade | Strong Hold, High Shine, Organic Styling for Men | Promotes Healthy Hair Growth & Helps Hydrate Dry Skin (Original, 4 Ounce) US Made, Veteran Owned","Johnny Slicks","FBA","Beauty & Personal Care",26252,"Pomades",33.99,-10,1091,671,17,34586.22,21102.77,203,4.1,"Johnny Slicks",1,8339,107,"Large Standard-Size",2.52,2.68,4.21,0.57,14.32,39.49,"10/31/2024",30,10,2,5.38
"https://amazon.com/dp/B09TSL7ZT8","B09TSL7ZT8","200 Pcs Cake Slice Containers with Lids Clear Plastic Hinged Cheesecake Containers Individual Disposable Triangle Cake Boxes for Pie Slice Cheesecake, Tres Leches, Flan, Desserts - Take Out Togo","LISHINE","FBA","Kitchen & Dining",77638,"Kitchen Utensils & Gadgets",22.99,-6,410,286,63,9842.01,6578.17,265,3.9,"DAOST",1,0,"N/A","Large Standard-Size",4.61,10.91,11.5,2.18,291.21,803.32,"10/31/2024",33,7,2,1.55
"https://amazon.com/dp/B09V788Y3F","B09V788Y3F","MONDOTOY Dog Chew Toy,Durable Rubber Slipper Toy for Puppy,Dog Tough Toys for Pet Training and Cleaning Teeth,Interactive Puppy Toys Aggressive Chewers Small Meduium Breed","MONDOTOY","FBA","Pet Supplies",19053,"Chew Toys",14.99,22,590,226,90,9472.07,3667.87,280,4,"MONDOTOY",1,4167,81,"Large Standard-Size",2.2,3.5,5.35,0.24,20.74,57.22,"10/31/2024",32,7,3,2.11
"https://amazon.com/dp/B09D7R5C2X","B09D7R5C2X","d'alba Piedmont Italian White Truffle Professional Repairing Hair Perfume Serum Fragrance (1.69 fl oz)","d'alba Piedmont","FBA","Beauty & Personal Care",44425,"Serums",26,-15,371,261,18,8642.82,4921.72,95,3.9,"d'Alba official",1,2448,"N/A","Large Standard-Size",1.3,1.34,5.24,0.18,4.58,12.65,"09/30/2024",39,8,2,3.9
"https://amazon.com/dp/B09NQ63K2N","B09NQ63K2N","Primeval Labs Ape Pumps PreWorkout Powder for Men and Women | Caffeine Free | NItric Oxide Pump Pre Workout, Intense Pumps, Strength, Beta Alanine, L Citrulline, Agmatine | Cherry Lemonade 40 Servings","Primeval Labs","FBA","Health & Household",60994,"Powders",19,-18,460,85,165,9206.84,1741.75,119,4.2,"PrimevalLabs LLC",4,1653,-19,"Large Standard-Size",4.13,4.53,4.84,0.66,45.59,125.77,"10/31/2024",35,7,3,3.87
"https://amazon.com/dp/B09NSGMLFR","B09NSGMLFR","Coodeo Dog Hunting Vest Orange, Camo and Reversible Reflective Dog Tactical Harness Hound Jacket for Protection and Security, 4.5mm Neoprene Waterproof Safety Dog Vest Both Sides to Wear (Medium)","Coodeo","FBA","Pet Supplies",22636,"Vest Harnesses",29.99,-6,410,136,219,13382.04,4081.89,145,4.1,"Hanfu",1,1522,"N/A","Large Standard-Size",1.93,11.54,15.43,0.6,173.02,477.31,"10/31/2023",35,9,3,2.83
"https://amazon.com/dp/B09Y1BJZ6F","B09Y1BJZ6F","FM Radio Kit, ICSTATION Soldering Projects Radio with LED Flashing Lights FM 87-108MHz Soldering Practice Kit DIY Radio Kit LCD1602 Display for Learning Teaching STEM Education","IS","FBA","Industrial & Scientific",6655,"Soldering Stations",29.99,-5,425,425,697,12338.18,12338.18,240,3.9,"icstation",1,2388,"N/A","Large Standard-Size",1.57,4.02,7.13,0.66,22.66,62.5,"10/31/2024",31,8,0,1.77
"https://amazon.com/dp/B09FSCJ8LJ","B09FSCJ8LJ","OBgE Natural Cover Foundation #21 (Ivory, 0.5oz) - Stick Foundation with Brush for Flawless Skin Tone Correction and Coverage. Long-Lasting Wear for Daily Use.","OBgE","FBA","Beauty & Personal Care",54039,"Foundation",29.99,-6,307,62,266,9213.57,1881.76,150,4.2,"Adapt Korea",1,2092,"N/A","Large Standard-Size",1.14,1.14,5.2,0.11,3.4,9.39,"10/31/2024",30,9,3,2.05
"https://amazon.com/dp/B09QKS7C7S","B09QKS7C7S","Pekky 13 L Food Service Bus Tubs with Lids, 3 Packs Commercial Tote Box, Black","Pekky","FBA","Industrial & Scientific",15307,"Bus Tubs",30.99,-6,331,330,66,10248.37,10244.93,71,4.1,"Pekkyly",1,2146,134,"Large Standard-Size",6.73,12.83,17.76,4.59,772.08,2129.87,"10/31/2024",34,7,0,4.66
"https://amazon.com/dp/B09HVD4BGP","B09HVD4BGP","Real Mushrooms RealBoost Capsules - Mushroom Supplement Blend with Cordyceps Mushroom, Panax Ginseng Extract & Guayusa Extract - Energy, Immune Defense, & Mood Support Supplement - Vegan, 60 Caps","Real Mushrooms","FBA","Health & Household",41146,"Mushrooms",29.95,-16,626,75,19,18742.6,2267.27,302,4.2,"Real Mushrooms",1,6489,"N/A","Large Standard-Size",2.01,2.01,3.9,0.13,7.93,21.88,"10/31/2024",35,1,3,2.07
"https://amazon.com/dp/B0B99LTLHD","B0B99LTLHD","JIAMEIDING Electric Heated Blanket Throw, Super Soft Flannel 50"" x 60"" Heating Throw with 3 Fast Heating Levels & 4 Hours Auto Off, Machine Washable, ETL&FCC Certification, Home Office Use, Grey","JIAMEIDING","FBA","Home & Kitchen",159551,"Electric Blankets",34.99,-13,362,287,131,10969.36,8598.74,346,4.2,"XIAGUO",1,4697,"N/A","Large Standard-Size",5.2,12.32,14.92,3.77,481.1,1327.16,"11/30/2023",27,8,2,1.05
"https://amazon.com/dp/B0BG6MJQKD","B0BG6MJQKD","Saltair - KP Body Scrub - 5% Glycolic Acid Exfoliating Skin Scrub","Saltair","FBA","Beauty & Personal Care",16514,"Scrubs & Body Treatments",18,39,1464,798,122,26345.17,14367.86,258,4.2,"Saltair",1,0,"N/A","Large Standard-Size",2.09,3.27,8.5,0.71,29.25,80.68,"10/31/2024",26,9,2,5.67
"https://amazon.com/dp/B0BBFHSPL7","B0BBFHSPL7","Milk Makeup Pore Eclipse Mattifying Primer - 0.68 fl oz - Face Primer - Smooths Skin, Controls Shine & Minimizes Look of Pores - Up to 8-Hour Wear - Non-Comedogenic - Vegan, Cruelty Free","Milk Makeup","FBA","Beauty & Personal Care",16042,"Foundation Primers",20,88,1187,706,309,30177.53,13205.78,430,4.2,"Quiverr",2,0,"N/A","Large Standard-Size",1.73,2.44,4.53,0.09,9.64,26.59,"10/31/2024",27,8,2,2.76
"https://amazon.com/dp/B09ZLFTSXS","B09ZLFTSXS","Aloe vera juice (Grape flavored) Aloe vera drink with pure aloe pulp (6 Packs) Plant based juice great for hydration and contains large aloe pulp. Aloe vera grape juice is healthy for adults and kids","Sappe","FBA","Health & Household",41380,"Aloe Vera",16.99,2,607,198,292,10178.89,3367.99,265,4.2,"SAPPE",1,4211,-7,"Large Standard-Size",2.32,7.8,13.03,4.52,118.71,327.49,"05/31/2023",26,6,3,2.29
"https://amazon.com/dp/B0B9XQZ71Y","B0B9XQZ71Y","NiHome 4-Pack Stackable Plastic Kitchen Storage Shelf Foldable Rack - White Kitchen Cabinet Organizer and Storage Shelves Stackable Expandable Storage Racks for Counter Cabinet Pantry","NiHome","FBA","Kitchen & Dining",32883,"Kitchen Storage & Organization Accessories",20.99,-6,555,554,15,11646.56,11640.89,151,4,"Attom Tech",1,4850,619,"Large Standard-Size",4.65,8.66,13.11,1.74,265.8,733.23,"06/30/2024",27,8,0,3.67
"https://amazon.com/dp/B09ZV2BX55","B09ZV2BX55","BB LAB Collagen Glutathione White, Low Molecular Korean Collagen & Glutathione Stick Supplement, Fish Collagen Peptides, Vitamin C, Vitamin E, Glutathione, Fast abosorption, Orange Flavor","BB LAB","FBA","Health & Household",30110,"Collagen",29.99,-6,836,836,27,25085.92,25085.92,91,4.2,"Nutrione",1,6347,258,"Large Standard-Size",3.46,3.46,5.47,0.42,32.97,90.95,"10/31/2024",26,9,0,9.4
"https://amazon.com/dp/B0BBBJB21L","B0BBBJB21L","HALSA Sauna Hat, Natural Wool Sauna Hat for Men and Women, Eco-Friendly Insulating Headgear for Spa, Steam Room, Banya, Bathhouse, Comfortable, Breathable, Handmade, One Size Fits All","HALSA","FBA","Patio, Lawn & Garden",4378,"Sauna Accessories",18.99,-4,1046,1046,104,20178.63,20178.63,137,4.2,"HALSA & FISKEN",1,3627,"N/A","Large Standard-Size",0.94,7.52,9.69,0.22,34.49,95.13,"10/31/2024","-",8,0,7.64
"https://amazon.com/dp/B0C1HQJX61","B0C1HQJX61","ECZEMA HONEY Soothing Scalp Oil - Natural Honey Hair Oil & Scalp Care - Daily Itchy Scalp Relief Serum - Dry Scalp Treatment Helps With Psoriasis, Seborrheic Dermatitis, Dandruff & More (1 Oz)","ECZEMA HONEY","FBA","Health & Household",30138,"Eczema, Psoriasis & Rosacea Care",24.95,-10,711,710,50,17731.61,17731.47,240,4.2,"Eczema Honey Company",1,9207,"N/A","Large Standard-Size",1.57,2.28,5.08,0.2,9.16,25.26,"12/31/2023",19,6,0,2.96
"https://amazon.com/dp/B0BSBHB9C2","B0BSBHB9C2","Mlurcu Cheese Butter Spreader Knives Set Charcuterie Board Accessories Stainless Steel Spreader Knives Forks Spoons Mini Serving Tongs Small Dipping Bowls Toothpick Flags Utensils for Pastry Making","Mlurcu","FBA","Kitchen & Dining",31630,"Spreaders",22.99,-6,477,318,80,11126.18,7324.14,12,4.2,"warminrog",1,5375,"N/A","Large Standard-Size",1.65,4.8,8.31,0.9,33.14,91.41,"11/30/2023",22,7,2,39.76
"https://amazon.com/dp/B0BW95Z36Q","B0BW95Z36Q","VIVOSUN 1"" Rockwool Cubes, 200 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth, 4 Sheets of 200 Plugs","VIVOSUN","FBA","Patio, Lawn & Garden",13185,"Plant Starter Pellets",16.99,-10,704,176,84,9854.12,3118.08,112,4.2,"VIVOSUN",1,0,"N/A","Large Standard-Size",4.13,6.89,11.38,0.66,163.04,449.76,"10/31/2024",21,7,3,6.29
"https://amazon.com/dp/B0BVVSVMQK","B0BVVSVMQK","Wax Floor Repair Kit Vinyl Wood Laminate Furniture Touch Up Marker Hardwood Linoleum Lvp Repair Kit with Heat Pen Cover Scratches, Stains, Cracks, Holes for Floor, Door, Cabinet, Table, Stairs etc.","Karidge","FBA","Health & Household",53919,"Scratch Covers & Removers",21.98,1,687,687,307,14424.78,14424.78,186,4,"Toyboom",1,4213,"N/A","Large Standard-Size",1.54,7.68,8.94,0.95,53.23,146.85,"07/31/2023",21,7,0,3.7
"https://amazon.com/dp/B0BTJR97QN","B0BTJR97QN","MaryRuth Organics Calcium Supplement | Sugar Free | Calcium Gummies for Women and Men Ages 14+ | Strong Bones and Teeth | Essential Mineral | Vegan | Gluten Free | 60 Count","MaryRuth Organics","FBA","Health & Household",27409,"Calcium",25.95,-21,876,876,15,20622.3,20622.3,183,4.2,"MaryRuth Organics, LLC",2,9039,"N/A","Large Standard-Size",2.48,2.48,4.8,0.51,14.86,41,"09/30/2024",22,9,0,4.79
